機構代碼,機構名稱,權屬別,型態別,縣市鄉鎮,電話,地址,診療科別,西醫生,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,呼吸治療師,職能治療生,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532110565,佑生小兒科診所,私立西醫診所,西醫專科診所,桃園市新屋區,03- 4773161,桃園市新屋區中正路四八號一樓,"兒科,",2,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532082360,翁文堯婦產科診所,私立西醫診所,西醫診所,桃園市八德區,03-3622121,桃園市八德區介壽路一段763號1樓,"家庭醫學科,婦產科,",1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532082413,仁美皮膚科診所,私立西醫診所,西醫診所,桃園市八德區,,桃園市八德區介壽路一段971號1樓,"皮膚科,",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532090166,李翌新診所,私立西醫診所,西醫醫務室,桃園市龍潭區,03 4893672,桃園市龍潭區建國路３６號,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532031747,大溪邱小兒科診所,私立西醫診所,西醫醫務室,桃園市大溪區,03-3871520,桃園市大溪區民權東路60號一樓,"兒科,",1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532031827,謝沿淮骨科診所,私立西醫診所,西醫診所,桃園市大溪區,03-3874828,桃園市大溪區中正東路15號、19號1樓,"骨科,",1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512042539,新朝診所,私立西醫診所,西醫診所,新竹市北區,03-5261718,新竹市北區台溪里林森路299號,"內科,復健科,",1,,,,,,,,,,,3,3,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010300,清祥牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25264530,臺中市豐原區成功路４７號,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010391,博仁牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25252489,臺中市豐原區田心路二段２３０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010462,賴牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25299393,臺中市豐原區府前街八十七之八號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010515,怡德牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25289814,臺中市豐原區中山路377號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735010208,台探牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣苗栗市,037266681,苗栗縣苗栗市為公路２７９－１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735010244,彭得晃牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣苗栗市,037267811,苗栗縣苗栗市中正路６７號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735010280,渤海牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣苗栗市,037272091,苗栗縣苗栗市中正路１１９號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735020026,郭牙科診所,私立牙醫診所,牙醫一般診所,苗栗縣苑裡鎮,037862622,苗栗縣苑裡鎮建國路56號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735021112,現代牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣苑裡鎮,037-861589,苗栗縣苑裡鎮客庄里30鄰新興路10號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735030022,中心牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣通霄鎮,037753521,苗栗縣通霄鎮和平路４６號,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732040017,愛德牙醫診所,私立牙醫診所,牙醫一般診所,桃園市楊梅區,03 4757112,桃園市楊梅區武營街五十二號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732040062,宏康牙醫診所,私立牙醫診所,牙醫一般診所,桃園市楊梅區,034828583,桃園市楊梅區新興路１２５巷７號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732020346,祥齡牙醫診所,私立牙醫診所,牙醫一般診所,桃園市中壢區,(03)4521850,桃園市中壢區中山東路一段１５０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732020391,廖永楷牙醫診所,私立牙醫診所,牙醫一般診所,桃園市中壢區,03 4913416,桃園市中壢區廣明路１１９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732020435,范姜牙醫診所,私立牙醫診所,牙醫一般診所,桃園市中壢區,03 4630270,桃園市中壢區福德路８０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732020631,華國牙醫診所,私立牙醫診所,牙醫一般診所,桃園市中壢區,03 4353188,桃園市中壢區環中東路１７５號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732020677,汎美牙醫診所,私立牙醫診所,牙醫一般診所,桃園市中壢區,03 4665986,桃園市中壢區中山東街二段七三號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740040094,曾牙醫診所,私立牙醫診所,牙醫一般診所,嘉義縣民雄鄉,05 2264102,嘉義縣民雄鄉昇平路２－３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740061057,微笑牙醫診所,私立牙醫診所,牙醫診所,嘉義縣新港鄉,05-3746733,嘉義縣新港鄉福德路9號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740090012,翁牙醫診所,私立牙醫診所,牙醫一般診所,嘉義縣義竹鄉,05 3412100,嘉義縣義竹鄉仁里村407-17號1樓2樓及407-14號1樓2樓,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740110037,龍德牙醫診所,私立牙醫診所,牙醫一般診所,嘉義縣太保市,05 3715270,嘉義縣太保市後潭里３７２之7號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740111052,筌琳牙醫診所,私立牙醫診所,牙醫一般診所,嘉義縣太保市,05-3717513,嘉義縣太保市後潭里十三鄰後潭三八八之五號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739020013,賴牙醫診所,私立牙醫診所,牙醫一般診所,雲林縣斗南鎮,05 5971591,雲林縣斗南鎮中天里中正路１５３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739020068,協和牙醫診所,私立牙醫診所,牙醫一般診所,雲林縣斗南鎮,05-5974097,雲林縣斗南鎮中天里文元二街46號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739030019,丁牙醫診所,私立牙醫診所,牙醫一般診所,雲林縣虎尾鎮,055328256,雲林縣虎尾鎮仁愛路７３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739030082,聯合牙醫診所,私立牙醫診所,牙醫一般診所,雲林縣虎尾鎮,055332658,雲林縣虎尾鎮安慶里民主路１４－９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739030144,立仁牙醫診所,私立牙醫診所,牙醫一般診所,雲林縣虎尾鎮,05 6330788,雲林縣虎尾鎮文化路５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537170105,元泰診所,私立西醫診所,西醫醫務室,彰化縣埔心鄉,048234549,彰化縣埔心鄉中山路39號,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537171175,楊玉隆家庭醫學科診所,私立西醫診所,西醫專科診所,彰化縣埔心鄉,048290099,彰化縣埔心鄉員鹿路二段三二七號,"家庭醫學科,",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537071214,中英診所,私立西醫診所,西醫醫務室,彰化縣田中鎮,04─8762021,彰化縣田中鎮員集路二段三四二號,,2,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537071241,里仁診所,私立西醫診所,西醫診所,彰化縣田中鎮,04- 8755097,彰化縣田中鎮公館路283號2樓及285號1樓、2樓,"家庭醫學科,內科,",2,,,,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537080142,台安診所,私立西醫診所,西醫醫務室,彰化縣二林鎮,04 8966138,彰化縣二林鎮東和里斗苑路五段２１５號,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537040166,景福眼科診所,私立西醫診所,西醫專科診所,彰化縣北斗鎮,048887098,彰化縣北斗鎮中華路九九號,"眼科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537040200,張巍耀耳鼻喉科診所,私立西醫診所,西醫專科診所,彰化縣北斗鎮,048885676,彰化縣北斗鎮中華路二二六號,"耳鼻喉科,",1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537041270,林立明婦產科診所,私立西醫診所,西醫專科診所,彰化縣北斗鎮,04─8883823,彰化縣北斗鎮西安里中山路一段三三三號,"婦產科,",2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537041305,合濟診所,私立西醫診所,西醫專科診所,彰化縣北斗鎮,04─8877995,彰化縣北斗鎮中山路二段38、38之1號；38之2、38之3號2、3樓,"內科,外科,",4,,,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537050126,仁仁小兒科診所,私立西醫診所,西醫專科診所,彰化縣員林市,04 8327386,彰化縣員林市中山路一段８２０號,"兒科,",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537050260,陳內小兒科診所,私立西醫診所,西醫專科診所,彰化縣員林市,04 8321635,彰化縣員林市三民街４０－３號,"內科,兒科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537050331,江外科診所,私立西醫診所,西醫專科診所,彰化縣員林市,04 8320870,彰化縣員林市三民街５１號,"外科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537050377,陳志隆診所,私立西醫診所,西醫專科診所,彰化縣員林市,04 8353515,彰化縣員林市新興里萬年路三段一九七號,"家庭醫學科,骨科,",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537020075,吳肇基診所,私立西醫診所,西醫醫務室,彰化縣鹿港鎮,04 7787968,彰化縣鹿港鎮民族路１１４號,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539021463,超群小兒科診所,私立西醫診所,西醫專科診所,雲林縣斗南鎮,05-5962088,雲林縣斗南鎮南昌路151號,"兒科,",3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539030275,魏外科診所,私立西醫診所,西醫專科診所,雲林縣虎尾鎮,05 6323141,雲林縣虎尾鎮林森路二段３８１號,"外科,",1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539030337,大川眼科診所,私立西醫診所,西醫專科診所,雲林縣虎尾鎮,05,雲林縣虎尾鎮民族路１０號,"眼科,",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536050480,昌和診所,私立西醫診所,西醫診所,臺中市沙鹿區,04 26364819,臺中市沙鹿區福興里鎮南路二段２４９號,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536051576,黃如峰診所,私立西醫診所,西醫專科診所,臺中市沙鹿區,26150107,臺中市沙鹿區中清路六段271號1樓,"內科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536051601,小太陽小兒科診所,私立西醫診所,西醫專科診所,臺中市沙鹿區,04-26365757,臺中市沙鹿區鎮南路二段六三一號,"兒科,",2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536030371,周眼科診所,私立西醫診所,西醫專科診所,臺中市大甲區,04 26863289,臺中市大甲區鎮政路５８號,"眼科,",2,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536030415,李光輝皮膚科診所,私立西醫診所,西醫專科診所,臺中市大甲區,04-26880903,臺中市大甲區順天路383號1樓,"皮膚科,",3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535021350,天慈身心科診所,私立西醫診所,西醫診所,苗栗縣苑裡鎮,037-865025,苗栗縣苑裡鎮和平路165號1至2樓,"精神科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535010302,周內科診所,私立西醫診所,西醫醫務室,苗栗縣苗栗市,037323780,苗栗縣苗栗市青苗里１２鄰至公路６巷８號,"內科,",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535010357,李慶正診所,私立西醫診所,西醫醫務室,苗栗縣苗栗市,037355006,苗栗縣苗栗市建功里１５鄰中正路３５４號,"內科,兒科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535010393,彭內科診所,私立西醫診所,西醫專科診所,苗栗縣苗栗市,037320518,苗栗縣苗栗市中苗里５鄰中正路５１９號,"內科,",2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535010428,江建旺診所,私立西醫診所,西醫醫務室,苗栗縣苗栗市,037263612,苗栗縣苗栗市清華里７鄰為公路１９９號,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533020079,陳武忠診所,私立西醫診所,西醫診所,新竹縣新埔鎮,035883883,新竹縣新埔鎮中正路297號,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533030011,朱耳鼻喉科診所,私立西醫診所,西醫專科診所,新竹縣竹東鎮,035943769,新竹縣竹東鎮東寧路三段９５號,"耳鼻喉科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533030100,和平診所,私立西醫診所,西醫診所,新竹縣竹東鎮,03-5942777,新竹縣竹東鎮長春路一段271號,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532111731,文正眼科診所,私立西醫診所,西醫專科診所,桃園市新屋區,03-4778765,桃園市新屋區中正路五十五巷三號,"眼科,",1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010135,廣大牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,047238226,彰化縣彰化市彰鹿路３５之２２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010171,彰美牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7235766,彰化縣彰化市民生路１４號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010215,蔡牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7233218,彰化縣彰化市成功路９４號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010359,楊牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7229804,彰化縣彰化市忠權里彰美路一段１９５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010420,精美牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7249197,彰化縣彰化市西安里南瑤路３２７巷２６號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010457,佳安牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7245457,彰化縣彰化市中正路一段陽明里106號之2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010537,俊源牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7634880,彰化縣彰化市東芳里永芳路３58號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737010573,黃人修牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣彰化市,04 7250813,彰化縣彰化市大埔路409號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736190456,李仁欽牙醫診所,私立牙醫診所,牙醫一般診所,臺中市太平區,04 23914780,臺中市太平區樹孝路八號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736190563,菁華牙醫診所,私立牙醫診所,牙醫一般診所,臺中市太平區,04 22760018,臺中市太平區太平二十二街八十六號及九十號,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736190616,宜安牙醫診所,私立牙醫診所,牙醫一般診所,臺中市太平區,04-23916006,臺中市太平區樹孝路47號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736190652,太平京揚牙醫診所,私立牙醫診所,牙醫一般診所,臺中市太平區,04 22756096,臺中市太平區太平三街十三號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736191748,朝陽牙醫診所,私立牙醫診所,牙醫專科診所,臺中市太平區,04-23980785,臺中市太平區中山路四段121號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735041178,京典牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣竹南鎮,037-552888,苗栗縣竹南鎮博愛街302號1樓,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735050024,中山牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣頭份市,037-663134,苗栗縣頭份市中山路二十三號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735050159,俊德牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣頭份市,037691069,苗栗縣頭份市仁愛路１１３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735050248,光村牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣頭份市,602759,苗栗縣頭份市中正三路179號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735051290,安泰牙醫診所,私立牙醫診所,牙醫一般診所,苗栗縣頭份市,037-695558,苗栗縣頭份市和平路109號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734011416,銘世成牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣宜蘭市,03-9360390,宜蘭縣宜蘭市長春路141號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020077,中興牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,039550245,宜蘭縣羅東鎮中正路２１２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020139,文雅牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,039575697,宜蘭縣羅東鎮中正街１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020175,瑞祥牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,039552797,宜蘭縣羅東鎮興東南路１４８號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020219,名人牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,039541898,宜蘭縣羅東鎮公正路１６９號,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020291,陳清輝牙科診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,039564906,宜蘭縣羅東鎮中正南路６７－２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734020344,左巴牙醫診所,私立牙醫診所,牙醫一般診所,宜蘭縣羅東鎮,03 9510678,宜蘭縣羅東鎮中山路四段2號2樓之１,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732100321,杏華牙醫診所,私立牙醫診所,牙醫一般診所,桃園市平鎮區,03-4699992,桃園市平鎮區中豐路山頂段二四五號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732101533,宜安牙醫診所,私立牙醫診所,牙醫一般診所,桃園市平鎮區,03-4935584,桃園市平鎮區育達路一八五號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732060064,惠鄰牙醫診所,私立牙醫診所,牙醫一般診所,桃園市大園區,03 3835695,桃園市大園區?林里3鄰?林路87號1樓,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732060144,大華牙醫診所,私立牙醫診所,牙醫一般診所,桃園市大園區,03 3862351,桃園市大園區中華路８３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537020253,林侯婦產科診所,私立西醫診所,西醫專科診所,彰化縣鹿港鎮,04 7773563,彰化縣鹿港鎮復興路一四一號,"婦產科,",2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537020333,豐安診所,私立西醫診所,西醫醫務室,彰化縣鹿港鎮,04 7746395,彰化縣鹿港鎮海浴路十一之一號,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537021456,康合診所,私立西醫診所,西醫專科診所,彰化縣鹿港鎮,04─7747198,彰化縣鹿港鎮民族路三六、三八號,"復健科,",2,,,,,1,,,,,,6,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537021572,佳生小兒科診所,私立西醫診所,西醫專科診所,彰化縣鹿港鎮,04─7776789,彰化縣鹿港鎮民權路一三七號,"兒科,",2,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537021625,謝慧瑛小兒科診所〈順泰聯合診所〉,私立西醫診所,西醫專科診所,彰化縣鹿港鎮,04─7769955,彰化縣鹿港鎮民權路57號,"兒科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537021652,頂安診所,私立西醫診所,西醫診所,彰化縣鹿港鎮,04-7722989,彰化縣鹿港鎮鹿和路三段622巷5號、6號,"家庭醫學科,",2,,,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
